"","term","gene","human"
"3096","Mustata_Fetal","Aen","AEN"
"3097","Mustata_Fetal","Abcc5","ABCC5"
"3098","Mustata_Fetal","Flnc","FLNC"
"3099","Mustata_Fetal","Pir","PIR"
"3100","Mustata_Fetal","Cdkn2a","CDKN2A"
"3101","Mustata_Fetal","Fmnl2","FMNL2"
"3102","Mustata_Fetal","Fbxw9","FBXW9"
"3103","Mustata_Fetal","Cd44","CD44"
"3104","Mustata_Fetal","Slc39a10","SLC39A10"
"3105","Mustata_Fetal","Endod1","ENDOD1"
"3106","Mustata_Fetal","Mboat1","MBOAT1"
"3107","Mustata_Fetal","Kifc3","KIFC3"
"3108","Mustata_Fetal","Ccdc92","CCDC92"
"3109","Mustata_Fetal","Susd4","SUSD4"
"3110","Mustata_Fetal","Cnn2","CNN2"
"3111","Mustata_Fetal","Gnai1","GNAI1"
"3112","Mustata_Fetal","Rab27b","RAB27B"
"3113","Mustata_Fetal","Tspan2","TSPAN2"
"3114","Mustata_Fetal","Usp46","USP46"
"3115","Mustata_Fetal","P2ry2","P2RY2"
"3116","Mustata_Fetal","Cd55","CD55"
"3117","Mustata_Fetal","Krt23","KRT23"
"3118","Mustata_Fetal","Gsn","GSN"
"3119","Mustata_Fetal","S100a16","S100A16"
"3120","Mustata_Fetal","Gpr120","GPR120"
"3121","Mustata_Fetal","Tbc1d2","TBC1D2"
"3122","Mustata_Fetal","Sorl1","SORL1"
"3123","Mustata_Fetal","Fkbp9","FKBP9"
"3124","Mustata_Fetal","Aaas","AAAS"
"3125","Mustata_Fetal","Epn3","EPN3"
"3126","Mustata_Fetal","Frmd6","FRMD6"
"3127","Mustata_Fetal","Alcam","ALCAM"
"3128","Mustata_Fetal","G6pdx","G6PDX"
"3129","Mustata_Fetal","Abi3","ABI3"
"3130","Mustata_Fetal","B9d1","B9D1"
"3131","Mustata_Fetal","Zbtb32","ZBTB32"
"3132","Mustata_Fetal","Il4ra","IL4RA"
"3133","Mustata_Fetal","Trp53inp1","TRP53INP1"
"3134","Mustata_Fetal","1700066B19Rik","1700066B19RIK"
"3135","Mustata_Fetal","Gjb3","GJB3"
"3136","Mustata_Fetal","Zfp52","ZFP52"
"3137","Mustata_Fetal","Plcd3","PLCD3"
"3138","Mustata_Fetal","Btg2","BTG2"
"3139","Mustata_Fetal","Slc19a2","SLC19A2"
"3140","Mustata_Fetal","Slco4a1","SLCO4A1"
"3141","Mustata_Fetal","Baiap2","BAIAP2"
"3142","Mustata_Fetal","Ercc5","ERCC5"
"3143","Mustata_Fetal","Abhd4","ABHD4"
"3144","Mustata_Fetal","Kcnn4","KCNN4"
"3145","Mustata_Fetal","Dhh","DHH"
"3146","Mustata_Fetal","Ap1s3","AP1S3"
"3147","Mustata_Fetal","Wnt4","WNT4"
"3148","Mustata_Fetal","Glis3","GLIS3"
"3149","Mustata_Fetal","Tnfaip8","TNFAIP8"
"3150","Mustata_Fetal","Mlkl","MLKL"
"3151","Mustata_Fetal","Phlda2","PHLDA2"
"3152","Mustata_Fetal","Fosl1","FOSL1"
"3153","Mustata_Fetal","Dusp22","DUSP22"
"3154","Mustata_Fetal","Hspa2","HSPA2"
"3155","Mustata_Fetal","Wtip","WTIP"
"3156","Mustata_Fetal","Soga2","SOGA2"
"3157","Mustata_Fetal","Klhl13","KLHL13"
"3158","Mustata_Fetal","Camkk1","CAMKK1"
"3159","Mustata_Fetal","Capn5","CAPN5"
"3160","Mustata_Fetal","Ica1","ICA1"
"3161","Mustata_Fetal","Tnfrsf10b","TNFRSF10B"
"3162","Mustata_Fetal","Gadd45b","GADD45B"
"3163","Mustata_Fetal","Exoc4","EXOC4"
"3164","Mustata_Fetal","Rgs17","RGS17"
"3165","Mustata_Fetal","Stx11","STX11"
"3166","Mustata_Fetal","Rps19","RPS19"
"3167","Mustata_Fetal","Gusb","GUSB"
"3168","Mustata_Fetal","Serpinh1","SERPINH1"
"3169","Mustata_Fetal","Cpt1c","CPT1C"
"3170","Mustata_Fetal","Btbd11","BTBD11"
"3171","Mustata_Fetal","Fam149a","FAM149A"
"3172","Dedifferentiation Day8","Gm42418","GM42418"
"3173","Dedifferentiation Day8","Cmss1","CMSS1"
"3174","Dedifferentiation Day8","Lars2","LARS2"
"3175","Dedifferentiation Day8","Camk1d","CAMK1D"
"3176","Dedifferentiation Day8","Hexb","HEXB"
"3177","Dedifferentiation Day8","AY036118","AY036118"
"3178","Dedifferentiation Day8","Jarid2","JARID2"
"3179","Dedifferentiation Day8","Cdk8","CDK8"
"3180","Dedifferentiation Day8","Gm15564","GM15564"
"3181","Dedifferentiation Day8","Gphn","GPHN"
"3182","Dedifferentiation Day8","Il31ra","IL31RA"
"3183","Dedifferentiation Day8","D130009I18Rik","D130009I18RIK"
"3184","Dedifferentiation Day8","Filip1l","FILIP1L"
"3185","Dedifferentiation Day8","Gm26917","GM26917"
"3186","Dedifferentiation Day8","Il1rapl1","IL1RAPL1"
"3187","Dedifferentiation Day8","Zg16","ZG16"
"3188","Dedifferentiation Day8","Tmtc2","TMTC2"
"3189","Dedifferentiation Day8","Gm48099","GM48099"
"3190","Dedifferentiation Day8","Gip","GIP"
"3191","Dedifferentiation Day8","Xdh","XDH"
"3192","Dedifferentiation Day8","Cck","CCK"
"3193","Dedifferentiation Day8","Chd3","CHD3"
"3194","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Acat2","ACAT2"
"3195","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Acp1","ACP1"
"3196","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Acp2","ACP2"
"3197","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ada","ADA"
"3198","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Add3","ADD3"
"3199","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Adra2a","ADRA2A"
"3200","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Adsl","ADSL"
"3201","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Afp","AFP"
"3202","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ahcyl1","AHCYL1"
"3203","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Akr1b10","AKR1B1"
"3204","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Alg6","ALG6"
"3205","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Anapc5","ANAPC5"
"3206","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ankrd10","ANKRD10"
"3207","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"AOF1"
"3208","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ap3b1","AP3B1"
"3209","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Apex1","APEX1"
"3210","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Appbp2","APPBP2"
"3211","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"APRIN"
"3212","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Aqp1","AQP1"
"3213","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Aqp4","AQP4"
"3214","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Arf6","ARF6"
"3215","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Arhgap5","ARHGAP5"
"3216","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ascl2","ASCL2"
"3217","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Asf1b","ASF1B"
"3218","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"ATBF1"
"3219","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Atp5j","ATP5J"
"3220","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Aurkb","AURKB"
"3221","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Axin2","AXIN2"
"3222","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Bcas2","BCAS2"
"3223","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Bcl7c","BCL7C"
"3224","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Bcor","BCOR"
"3225","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Birc5","BIRC5"
"3226","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Brca1","BRCA1"
"3227","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Brca2","BRCA2"
"3228","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"BTF3,"
"3229","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Bub1","BUB1"
"3230","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Bub1b","BUB1B"
"3231","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C10orf86"
"3232","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C11orf73"
"3233","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C14orf104"
"3234","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C14orf106"
"3235","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C15orf23"
"3236","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C17orf68"
"3237","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C18orf24"
"3238","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C1orf155"
"3239","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C1orf181"
"3240","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C1orf31"
"3241","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C1QDC1"
"3242","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C2orf3"
"3243","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C2orf37"
"3244","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C3orf26"
"3245","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C4orf21"
"3246","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C5orf24"
"3247","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C6orf173/CUG2"
"3248","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C6orf75"
"3249","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C8orf30A"
"3250","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C9orf41"
"3251","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C9orf77"
"3252","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CA2"
"3253","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CABC1"
"3254","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Card11","CARD11"
"3255","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Casp8ap2","CASP8AP2"
"3256","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cbfb","CBFB"
"3257","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cbll1","CBLL1"
"3258","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cbx1","CBX1"
"3259","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cbx5","CBX5"
"3260","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ccna2","CCNA2"
"3261","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ccnb2","CCNB2"
"3262","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ccnd1","CCND1"
"3263","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ccnd2","CCND2"
"3264","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ccne2","CCNE2"
"3265","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cct2","CCT2"
"3266","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cct3","CCT3"
"3267","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cct4","CCT4"
"3268","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cct5","CCT5"
"3269","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cd2ap","CD2AP"
"3270","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cd44","CD44"
"3271","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CDC2"
"3272","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cdc20b","CDC20"
"3273","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cdc25c","CDC25C"
"3274","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cdc6","CDC6"
"3275","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cdc7","CDC7"
"3276","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CDCA1"
"3277","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cdca4","CDCA4"
"3278","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cdkn3","CDKN3"
"3279","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cdo1","CDO1"
"3280","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cdt1","CDT1"
"3281","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CDV3"
"3282","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cenpe","CENPE"
"3283","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cenph","CENPH"
"3284","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CES1"
"3285","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cetn3","CETN3"
"3286","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cfi","CFI"
"3287","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CGI-09"
"3288","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CGI-115"
"3289","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Chaf1b","CHAF1B"
"3290","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Chek1","CHEK1"
"3291","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Chek2","CHEK2"
"3292","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Chtf18","CHTF18"
"3293","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CIP29"
"3294","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ckap2","CKAP2"
"3295","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cldn2","CLDN2"
"3296","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Clpx","CLPX"
"3297","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"C-MYC"
"3298","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CNAP1"
"3299","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cnn3","CNN3"
"3300","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cnnm3","CNNM3"
"3301","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cnot7","CNOT7"
"3302","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CP110"
"3303","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cpt1a","CPT1A"
"3304","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Creb1","CREB1"
"3305","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Crim1","CRIM1"
"3306","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Crp","CRP"
"3307","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Crym","CRYM"
"3308","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CSPG6"
"3309","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Csrp2","CSRP2"
"3310","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ctbp2","CTBP2"
"3311","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ctcf","CTCF"
"3312","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ctnnb1","CTNNB1"
"3313","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ctps","CTPS"
"3314","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cubn","CUBN"
"3315","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Cybrd1","CYBRD1"
"3316","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CYP2C18"
"3317","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CYP2C9"
"3318","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CYP3A43"
"3319","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"CYP3A5"
"3320","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"DCC1"
"3321","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dck","DCK"
"3322","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dctd","DCTD"
"3323","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ddx1","DDX1"
"3324","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"DDX21"
"3325","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ddx5","DDX5"
"3326","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dek","DEK"
"3327","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"DERPC"
"3328","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dhfr","DHFR"
"3329","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dhx15","DHX15"
"3330","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dhx36","DHX36"
"3331","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Diaph3","DIAPH3"
"3332","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"DKFZp564K142"
"3333","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"DKFZP686A10121"
"3334","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dld","DLD"
"3335","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dmd","DMD"
"3336","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dnmt1","DNMT1"
"3337","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Drg1","DRG1"
"3338","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Dtymk","DTYMK"
"3339","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","E2f1","E2F1"
"3340","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","E2f5","E2F5"
"3341","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ect2","ECT2"
"3342","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Eed","EED"
"3343","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Eef1d","EEF1D"
"3344","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Eefsec","EEFSEC"
"3345","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Egfr","EGFR"
"3346","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ehf","EHF"
"3347","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Eif2a","EIF2A"
"3348","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Eif2s1","EIF2S1"
"3349","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Eif2s2","EIF2S2"
"3350","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"EIF2S3"
"3351","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"EIF3S10"
"3352","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"EIF3S5"
"3353","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"EIF3S6"
"3354","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"EIF3S6IP"
"3355","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Eif4a1","EIF4A1"
"3356","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Eif5","EIF5"
"3357","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Elf2","ELF2"
"3358","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Enpp3","ENPP3"
"3359","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ephb2","EPHB2"
"3360","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ephb3","EPHB3"
"3361","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ephb4","EPHB4"
"3362","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ergic1","ERGIC1"
"3363","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Erh","ERH"
"3364","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Esrrg","ESRRG"
"3365","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"ETAA16"
"3366","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Evl","EVL"
"3367","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Exo1","EXO1"
"3368","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ezh2","EZH2"
"3369","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FAM29A"
"3370","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FAM82C"
"3371","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fbl","FBL"
"3372","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fbp1","FBP1"
"3373","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fbxo5","FBXO5"
"3374","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fen1","FEN1"
"3375","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fgd1","FGD1"
"3376","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fgf1","FGF1"
"3377","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fgfbp1","FGFBP1"
"3378","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fignl1","FIGNL1"
"3379","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fkbp3","FKBP3"
"3380","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FKSG14"
"3381","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ10154"
"3382","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ11021"
"3383","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ11171"
"3384","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ11184"
"3385","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ11506"
"3386","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ13946"
"3387","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ14668"
"3388","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ20297"
"3389","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ20534"
"3390","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ21125"
"3391","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ22624"
"3392","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ25416"
"3393","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ30655"
"3394","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ30990"
"3395","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ32363"
"3396","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FLJ39743"
"3397","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Foxm1","FOXM1"
"3398","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fras1","FRAS1"
"3399","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"FSHPRH1"
"3400","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Fzd1","FZD1"
"3401","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gart","GART"
"3402","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gcdh","GCDH"
"3403","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"GCN5L2"
"3404","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"GCS1"
"3405","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gemin4","GEMIN4"
"3406","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gfer","GFER"
"3407","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gjb3","GJB3"
"3408","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gmps","GMPS"
"3409","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gnai3","GNAI3"
"3410","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gnpnat1","GNPNAT1"
"3411","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"GPIAP1"
"3412","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Grsf1","GRSF1"
"3413","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Grwd1","GRWD1"
"3414","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"GSG2"
"3415","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gstm1","GSTM1"
"3416","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"GTL3"
"3417","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Gtpbp4","GTPBP4"
"3418","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","H2afy","H2AFY"
"3419","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","H2afz","H2AFZ"
"3420","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"H2-ALPHA"
"3421","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"HADHSC"
"3422","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Hat1","HAT1"
"3423","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"HBA2"
"3424","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"HBB"
