"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GLCE",1.0510606455586e-11,0.33587664094276,0.557,0.394,4.62676896174896e-07,"Tuft","GLCE"
"KRT18",1.36351079904622e-11,0.354083782816025,0.466,0.297,6.00217453740147e-07,"Tuft","KRT18"
"DDX5",1.41630276817281e-11,0.277560460202588,0.719,0.549,6.23456478549672e-07,"Tuft","DDX5"
"ASAP1",2.07748109811156e-11,0.294500036188106,0.525,0.334,9.14507179388708e-07,"Tuft","ASAP1"
"LRRC8B",2.4835955847213e-11,0.294321751821003,0.394,0.229,1.09327877639432e-06,"Tuft","LRRC8B"
"LINC017251",2.6406608680845e-11,0.281326973392548,0.276,0.131,1.1624189141308e-06,"Tuft","LINC01725"
"ANXA3",3.24743089476833e-11,0.268162738847912,0.308,0.156,1.42951907987702e-06,"Tuft","ANXA3"
"WASL",3.30363218903236e-11,0.282520100964511,0.706,0.541,1.45425888961205e-06,"Tuft","WASL"
"MIR646HG",4.04384491378765e-11,0.347165841593805,0.276,0.135,1.78010053104933e-06,"Tuft","MIR646HG"
"PANK3",4.7990635656561e-11,0.302486302833655,0.552,0.393,2.11254778160182e-06,"Tuft","PANK3"
"USP9Y",4.80419718014455e-11,0.294888094934557,0.376,0.211,2.11480759869963e-06,"Tuft","USP9Y"
"HLCS",5.10229021348474e-11,0.33485863059738,0.529,0.35,2.24602815197598e-06,"Tuft","HLCS"
"RABGEF1",6.31310267330362e-11,0.307803147019022,0.52,0.347,2.77902779678825e-06,"Tuft","RABGEF1"
"APC",7.40982093698711e-11,0.295162395679092,0.566,0.393,3.26180317646172e-06,"Tuft","APC"
"ATL2",7.65641795167915e-11,0.296036492063607,0.511,0.335,3.37035518232916e-06,"Tuft","ATL2"
"BBS9",7.80798771490226e-11,0.290301353848883,0.457,0.282,3.43707619209998e-06,"Tuft","BBS9"
"CELF22",8.64547082760881e-11,0.278431026487691,0.724,0.53,3.8057362583134e-06,"Tuft","CELF2"
"RAB4A",1.25511819931721e-10,0.276460292568834,0.367,0.213,5.52503031339436e-06,"Tuft","RAB4A"
"PTPN12",1.54951414031986e-10,0.281267625423529,0.643,0.475,6.82096124568804e-06,"Tuft","PTPN12"
"SORT1",1.58615721615392e-10,0.298138811357602,0.443,0.283,6.98226406550956e-06,"Tuft","SORT1"
"WSB1",1.63394000177367e-10,0.275298593055525,0.724,0.569,7.1926038878077e-06,"Tuft","WSB1"
"CUL3",1.860471791456e-10,0.251962158439272,0.692,0.557,8.1897968259893e-06,"Tuft","CUL3"
"LINC020861",2.05108414594619e-10,0.308851659458667,0.548,0.371,9.02887241045512e-06,"Tuft","LINC02086"
"JAK1",2.12580996762431e-10,0.268988054714873,0.674,0.486,9.35781547748222e-06,"Tuft","JAK1"
"IPMK",2.22512143366071e-10,0.281283533171033,0.434,0.268,9.79498455097447e-06,"Tuft","IPMK"
"ATRX",2.24140116226534e-10,0.262014536378857,0.733,0.568,9.86664791629202e-06,"Tuft","ATRX"
"CD47",2.6909912074154e-10,0.285095761534775,0.443,0.282,1.18457432950426e-05,"Tuft","CD47"
"HMGB1",3.70104714067745e-10,0.304656957695138,0.575,0.407,1.62920095132621e-05,"Tuft","HMGB1"
"PCMTD1",4.00048532332775e-10,0.278000007521644,0.584,0.418,1.76101363932887e-05,"Tuft","PCMTD1"
"KAZN1",6.44549647926001e-10,0.265049622276375,0.805,0.712,2.83730755017026e-05,"Tuft","KAZN"
"CDK191",9.25076695192874e-10,0.301660014018931,0.566,0.416,4.07218761223903e-05,"Tuft","CDK19"
"TVP23C",9.49665849690976e-10,0.257485917350662,0.403,0.236,4.18042907033968e-05,"Tuft","TVP23C"
"PIK3C2B",9.5109758859783e-10,0.288533318719047,0.475,0.323,4.18673158500765e-05,"Tuft","PIK3C2B"
"MLLT6",9.68957011387827e-10,0.250102867993487,0.321,0.176,4.26534876412922e-05,"Tuft","MLLT6"
"ORC2",1.1702061218142e-09,0.285749301961944,0.57,0.407,5.15124734822609e-05,"Tuft","ORC2"
"CCDC92",1.84202290432004e-09,0.256324777792981,0.294,0.159,8.10858482481681e-05,"Tuft","CCDC92"
"LINC018762",2.01968100760323e-09,0.34590121309721,0.511,0.355,8.89063579546942e-05,"Tuft","LINC01876"
"BMT2",2.30014185970007e-09,0.25870421149519,0.335,0.191,0.000101252244663997,"Tuft","BMT2"
"CWH43",2.66660526003081e-09,0.283476364932729,0.299,0.164,0.000117383963546556,"Tuft","CWH43"
"AC113383.11",4.15096412570193e-09,0.255800306375217,0.285,0.15,0.000182725440813399,"Tuft","AC113383.1"
"TTTY14",4.9413867560661e-09,0.285483910907362,0.62,0.453,0.00021751984500203,"Tuft","TTTY14"
"ABTB21",7.94601587941872e-09,0.314491906885135,0.407,0.253,0.000349783619012012,"Tuft","ABTB2"
"SHLD1",8.34324793427702e-09,0.254553134634686,0.321,0.184,0.000367269774066874,"Tuft","SHLD1"
"TRMT9B",9.51606334448278e-09,0.258364322129894,0.321,0.186,0.000418897108424132,"Tuft","TRMT9B"
"TIA1",1.14706209487988e-08,0.253481502166479,0.362,0.225,0.000504936734166121,"Tuft","TIA1"
"STAT1",1.22586767325577e-08,0.251776277686532,0.38,0.234,0.00053962694976719,"Tuft","STAT1"
"CPEB3",1.22621037676214e-08,0.252932773656718,0.561,0.4,0.000539777807850693,"Tuft","CPEB3"
"VRK2",1.50332243899033e-08,0.263251753624301,0.52,0.37,0.000661762537643542,"Tuft","VRK2"
"DPY19L1",3.20187679998193e-08,0.268713881959822,0.385,0.246,0.00140946616735204,"Tuft","DPY19L1"
"MAPRE2",3.31275774698375e-08,0.254837117719532,0.385,0.244,0.00145827596022225,"Tuft","MAPRE2"
"MXD11",3.67363961830279e-08,0.2565354812085,0.543,0.366,0.00161713615997689,"Tuft","MXD1"
"USP6NL",4.26826494914374e-08,0.251906848973592,0.579,0.437,0.00187889023061308,"Tuft","USP6NL"
"CDKAL1",5.53767478082914e-08,0.256582156490555,0.724,0.617,0.00243768443852099,"Tuft","CDKAL1"
"LINC01578",5.71216285365992e-08,0.250446861082555,0.511,0.368,0.0025144940881811,"Tuft","LINC01578"
"USP14",1.14813765488152e-07,0.257779562771229,0.367,0.241,0.00505410195678844,"Tuft","USP14"
"AMMECR1",1.35668578632232e-07,0.279647106995076,0.339,0.221,0.00597213083139083,"Tuft","AMMECR1"
"CACNA1D2",5.68779659552446e-07,0.264164052368142,0.52,0.384,0.0250376806134987,"Tuft","CACNA1D"
"FMNL22",5.89886287503806e-07,0.264420880707804,0.538,0.433,0.0259667943759175,"Tuft","FMNL2"
"TESK21",1.06411454877156e-06,0.269391437148319,0.389,0.274,0.0468423224369242,"Tuft","TESK2"
"CACNA1A",0,1.89549189169745,0.852,0.039,0,"Enteroendocrine","CACNA1A"
"RIMBP21",0,1.64659252600439,0.766,0.023,0,"Enteroendocrine","RIMBP2"
"KCNB2",0,1.60907285117699,0.689,0.01,0,"Enteroendocrine","KCNB2"
"RIMS2",0,1.54272560514219,0.677,0.015,0,"Enteroendocrine","RIMS2"
"TRPM3",0,1.53747581959998,0.584,0.027,0,"Enteroendocrine","TRPM3"
"LINC00907",0,1.52916676964389,0.694,0.044,0,"Enteroendocrine","LINC00907"
"TPH1",0,1.44228953408553,0.444,0.019,0,"Enteroendocrine","TPH1"
"EYS",0,1.43607942466009,0.723,0.149,0,"Enteroendocrine","EYS"
"CADPS",0,1.39523739034107,0.697,0.041,0,"Enteroendocrine","CADPS"
"PTPRN21",0,1.39074138497636,0.83,0.207,0,"Enteroendocrine","PTPRN2"
"CHGA",0,1.33853170465005,0.529,0.035,0,"Enteroendocrine","CHGA"
"SLC38A11",0,1.32791174996441,0.482,0.014,0,"Enteroendocrine","SLC38A11"
"AGBL4",0,1.3016815004027,0.629,0.076,0,"Enteroendocrine","AGBL4"
"PAM",0,1.27562017722767,0.807,0.272,0,"Enteroendocrine","PAM"
"RFX6",0,1.22851483040065,0.581,0.004,0,"Enteroendocrine","RFX6"
"GRIK21",0,1.22139251556703,0.645,0.084,0,"Enteroendocrine","GRIK2"
"ANK2",0,1.17905015875617,0.67,0.054,0,"Enteroendocrine","ANK2"
"MS4A8",0,1.17344425032772,0.658,0.083,0,"Enteroendocrine","MS4A8"
"NOL4",0,1.16882575939761,0.584,0.035,0,"Enteroendocrine","NOL4"
"CACNA1C",0,1.15550671104067,0.763,0.136,0,"Enteroendocrine","CACNA1C"
"KCNMB2",0,1.11171059613648,0.447,0.017,0,"Enteroendocrine","KCNMB2"
"TSPAN51",0,1.05530551560606,0.645,0.09,0,"Enteroendocrine","TSPAN5"
"RGS7",0,1.04766264829591,0.518,0.015,0,"Enteroendocrine","RGS7"
"ASTN2",0,1.00998943728899,0.567,0.113,0,"Enteroendocrine","ASTN2"
"CACNA2D1",0,1.00772317776483,0.634,0.06,0,"Enteroendocrine","CACNA2D1"
"ST181",0,0.996858658318214,0.578,0.016,0,"Enteroendocrine","ST18"
"STXBP5L",0,0.984312861184303,0.573,0.021,0,"Enteroendocrine","STXBP5L"
"CPE",0,0.982021432069048,0.535,0.04,0,"Enteroendocrine","CPE"
"CEP1261",0,0.93224599603496,0.57,0.114,0,"Enteroendocrine","CEP126"
"THSD7A",0,0.927797121589789,0.537,0.056,0,"Enteroendocrine","THSD7A"
"LMX1A",0,0.921869784101319,0.349,0.003,0,"Enteroendocrine","LMX1A"
"SLC18A1",0,0.911350948341128,0.441,0.008,0,"Enteroendocrine","SLC18A1"
"AFF3",0,0.899131354141649,0.503,0.085,0,"Enteroendocrine","AFF3"
"RAB3B",0,0.871759999865139,0.506,0.027,0,"Enteroendocrine","RAB3B"
"SCGN",0,0.823903329472115,0.459,0.006,0,"Enteroendocrine","SCGN"
"PCED1B",0,0.788396378675806,0.541,0.075,0,"Enteroendocrine","PCED1B"
"KCNJ6",0,0.768566570812037,0.373,0.007,0,"Enteroendocrine","KCNJ6"
"KIF5C",0,0.762780011309843,0.459,0.016,0,"Enteroendocrine","KIF5C"
"RTN1",0,0.747495953816486,0.484,0.014,0,"Enteroendocrine","RTN1"
"SLC35F3",0,0.73289866877954,0.336,0.01,0,"Enteroendocrine","SLC35F3"
"SLC26A7",0,0.723249207269677,0.385,0.015,0,"Enteroendocrine","SLC26A7"
"SDK2",0,0.72259898376191,0.406,0.045,0,"Enteroendocrine","SDK2"
"SV2C",0,0.718669450258313,0.334,0.026,0,"Enteroendocrine","SV2C"
"KCNJ3",0,0.718493929668354,0.323,0.022,0,"Enteroendocrine","KCNJ3"
"GRK3",0,0.707922262392775,0.476,0.06,0,"Enteroendocrine","GRK3"
"ETV1",0,0.703939212672845,0.381,0.012,0,"Enteroendocrine","ETV1"
"CASR",0,0.700172585511462,0.309,0.012,0,"Enteroendocrine","CASR"
"ACOXL",0,0.670413043262086,0.355,0.035,0,"Enteroendocrine","ACOXL"
"MARCH4",0,0.665678595401537,0.36,0.002,0,"Enteroendocrine","MARCH4"
"RAB3C",0,0.658596849040505,0.346,0.008,0,"Enteroendocrine","RAB3C"
"GNG2",0,0.650556582775105,0.468,0.045,0,"Enteroendocrine","GNG2"
"NFASC",0,0.650120209757417,0.514,0.039,0,"Enteroendocrine","NFASC"
"SLC29A4",0,0.644076544364123,0.384,0.012,0,"Enteroendocrine","SLC29A4"
"SLC7A2",0,0.636231647339125,0.363,0.019,0,"Enteroendocrine","SLC7A2"
"PAPPA2",0,0.631233650364042,0.252,0.014,0,"Enteroendocrine","PAPPA2"
"PPFIA2",0,0.628174235378711,0.432,0.018,0,"Enteroendocrine","PPFIA2"
"SNAP25",0,0.607492601222352,0.361,0.005,0,"Enteroendocrine","SNAP25"
"ERO1B1",0,0.605523951744368,0.339,0.039,0,"Enteroendocrine","ERO1B"
"RAPGEF4",0,0.60496882317137,0.435,0.021,0,"Enteroendocrine","RAPGEF4"
"AC019197.1",0,0.601483438298445,0.28,0.015,0,"Enteroendocrine","AC019197.1"
"HECW2",0,0.597831069126364,0.365,0.015,0,"Enteroendocrine","HECW2"
"FSTL4",0,0.592716922156859,0.264,0.013,0,"Enteroendocrine","FSTL4"
"PCSK1",0,0.586515343479114,0.328,0.006,0,"Enteroendocrine","PCSK1"
"CHGB",0,0.573055343904309,0.252,0.005,0,"Enteroendocrine","CHGB"
"MAP21",0,0.565302936459283,0.255,0.01,0,"Enteroendocrine","MAP2"
"PPM1E",0,0.561742917878029,0.264,0.013,0,"Enteroendocrine","PPM1E"
"WASF3",0,0.55836928932844,0.376,0.022,0,"Enteroendocrine","WASF3"
"BMPR1B",0,0.55394584327392,0.25,0.017,0,"Enteroendocrine","BMPR1B"
"ARNT21",0,0.552477348331218,0.382,0.03,0,"Enteroendocrine","ARNT2"
"PLPPR1",0,0.544259648913569,0.269,0.016,0,"Enteroendocrine","PLPPR1"
"RUNX1T1",0,0.536235864416968,0.422,0.045,0,"Enteroendocrine","RUNX1T1"
"KCNMB2-AS1",0,0.528567349339714,0.29,0.022,0,"Enteroendocrine","KCNMB2-AS1"
"PLCXD3",0,0.521712649335874,0.311,0.006,0,"Enteroendocrine","PLCXD3"
"NEUROD1",0,0.521659341441265,0.271,0.002,0,"Enteroendocrine","NEUROD1"
"F5",0,0.48974450358163,0.263,0.004,0,"Enteroendocrine","F5"
"RGS17",0,0.48783711547643,0.36,0.011,0,"Enteroendocrine","RGS17"
"GRIA4",0,0.454473033606328,0.268,0.016,0,"Enteroendocrine","GRIA4"
"FGF14",0,0.451411927135392,0.336,0.031,0,"Enteroendocrine","FGF14"
"NKX2-2",0,0.450389565029267,0.268,0.001,0,"Enteroendocrine","NKX2-2"
"LINC02197",0,0.445933553125375,0.263,0.002,0,"Enteroendocrine","LINC02197"
"GNAO1",0,0.436147506229456,0.404,0.021,0,"Enteroendocrine","GNAO1"
"SCG5",0,0.426755741842906,0.256,0.014,0,"Enteroendocrine","SCG5"
"CERKL",0,0.419448795596729,0.25,0.002,0,"Enteroendocrine","CERKL"
"CXXC4",0,0.415341628368245,0.268,0.013,0,"Enteroendocrine","CXXC4"
"ST3GAL6",0,0.403975810818293,0.309,0.02,0,"Enteroendocrine","ST3GAL6"
"ADCY2",0,0.394241756937519,0.261,0.022,0,"Enteroendocrine","ADCY2"
"FAM135B",0,0.363521949944867,0.283,0.011,0,"Enteroendocrine","FAM135B"
"JAKMIP2",0,0.362679941419845,0.283,0.012,0,"Enteroendocrine","JAKMIP2"
"NRXN1",1.40219107978071e-305,0.509767197186142,0.291,0.03,6.17244513319466e-301,"Enteroendocrine","NRXN1"
"SYT1",8.62032964796904e-305,0.660735407738746,0.28,0.028,3.79466911103597e-300,"Enteroendocrine","SYT1"
"SOX5",1.16174089971771e-304,0.630785732882409,0.495,0.085,5.11398344055738e-300,"Enteroendocrine","SOX5"
"RGS9",2.74740645334232e-303,0.41630354350269,0.277,0.027,1.20940832076129e-298,"Enteroendocrine","RGS9"
"GDAP1",1.55817704586162e-289,0.660167440715127,0.438,0.071,6.85909535588286e-285,"Enteroendocrine","GDAP1"
"RCAN2",1.20677387794358e-286,0.494414873682329,0.385,0.055,5.31221861070766e-282,"Enteroendocrine","RCAN2"
"SYT13",5.3148846989581e-269,0.569844603128658,0.325,0.042,2.33961224448135e-264,"Enteroendocrine","SYT13"
"KCNH83",6.74294213334036e-264,0.78529678202921,0.533,0.112,2.96824312709642e-259,"Enteroendocrine","KCNH8"
"SDK12",4.71537430338438e-263,0.994247430612564,0.608,0.148,2.0757077683498e-258,"Enteroendocrine","SDK1"
"CPNE41",3.54066901817277e-254,0.690958895760535,0.408,0.067,1.55860250179965e-249,"Enteroendocrine","CPNE4"
"GCH1",1.97116221817771e-248,0.880828934923317,0.553,0.134,8.67705608441829e-244,"Enteroendocrine","GCH1"
"PDGFD",4.88234951875295e-248,0.588069604352853,0.368,0.057,2.14921025815505e-243,"Enteroendocrine","PDGFD"
"GCLC",3.06985621662416e-231,0.907704124982195,0.57,0.153,1.35135070655796e-226,"Enteroendocrine","GCLC"
"TFPI",3.0618987420476e-229,0.61535682064777,0.417,0.078,1.34784782624935e-224,"Enteroendocrine","TFPI"
"MAPK10",6.19082830185617e-226,0.463988616169459,0.336,0.052,2.72520261847709e-221,"Enteroendocrine","MAPK10"
"TTC7B",2.09068509641121e-224,0.300711501915783,0.268,0.034,9.20319579440215e-220,"Enteroendocrine","TTC7B"
"SFMBT2",8.54555263529681e-220,0.400882676671238,0.354,0.058,3.76175227005765e-215,"Enteroendocrine","SFMBT2"
"RFX32",6.92693637608249e-212,1.02733017832977,0.787,0.416,3.04923739275151e-207,"Enteroendocrine","RFX3"
"CACNB21",2.11567632866844e-206,0.886921236677662,0.865,0.544,9.31320719879848e-202,"Enteroendocrine","CACNB2"
"SAMD3",2.0381497525408e-201,0.754164006741965,0.409,0.084,8.9719352106846e-197,"Enteroendocrine","SAMD3"
"PRKD1",1.06133979533486e-191,0.582131934470692,0.36,0.068,4.67201777906403e-187,"Enteroendocrine","PRKD1"
"FRY1",1.23525332930131e-191,0.474528297826975,0.373,0.071,5.43758515558435e-187,"Enteroendocrine","FRY"
"STXBP1",2.50708694952048e-182,0.312890087551006,0.253,0.036,1.10361967517891e-177,"Enteroendocrine","STXBP1"
"NISCH",1.48235531250921e-181,0.711499828765396,0.498,0.135,6.52532808566554e-177,"Enteroendocrine","NISCH"
"KSR21",6.70306591677277e-177,0.65459923641493,0.467,0.115,2.95068961656337e-172,"Enteroendocrine","KSR2"
"MLXIPL",7.25435716125777e-175,0.566871211934387,0.366,0.075,3.19336802238567e-170,"Enteroendocrine","MLXIPL"
"ESRRG",6.54592536175574e-173,0.528839734411463,0.379,0.078,2.88151634424488e-168,"Enteroendocrine","ESRRG"
"NBEA2",9.24039676813248e-171,0.788553693415645,0.653,0.244,4.06762265733192e-166,"Enteroendocrine","NBEA"
"STK33",4.56215180247302e-170,0.402821327387292,0.299,0.052,2.00825922344863e-165,"Enteroendocrine","STK33"
"PDZRN33",3.55344026580658e-166,0.818018423555453,0.65,0.24,1.56422440500806e-161,"Enteroendocrine","PDZRN3"
"ROR11",2.41240375974179e-160,0.839016166244193,0.611,0.225,1.06194013503834e-155,"Enteroendocrine","ROR1"
"PYY",9.3877906849865e-159,0.872821895178885,0.336,0.071,4.13250545953106e-154,"Enteroendocrine","PYY"
"CEP170",4.76621363216478e-157,0.465147135401657,0.387,0.089,2.09808724087894e-152,"Enteroendocrine","CEP170"
"TTLL7",6.25090377287165e-157,0.300557457860596,0.252,0.04,2.7516478408181e-152,"Enteroendocrine","TTLL7"
"NOVA1",4.34514376279914e-156,0.409477304125781,0.368,0.081,1.91273228438418e-151,"Enteroendocrine","NOVA1"
"TUSC3",3.49199927117093e-154,0.392095880576597,0.282,0.05,1.53717807916944e-149,"Enteroendocrine","TUSC3"
"KLHL29",2.9927274911508e-153,0.612105244451103,0.449,0.122,1.31739864160458e-148,"Enteroendocrine","KLHL29"
"GNG4",9.41105504134498e-153,0.396562317155089,0.253,0.041,4.14274642920006e-148,"Enteroendocrine","GNG4"
"DDC",6.22651158954699e-150,0.464512616133772,0.268,0.048,2.74091040171859e-145,"Enteroendocrine","DDC"
"KLHL321",7.75400619167524e-150,0.503556386735907,0.314,0.062,3.41331352557544e-145,"Enteroendocrine","KLHL32"
"RORA1",1.41679514002957e-145,0.86881824689019,0.618,0.238,6.23673220641015e-141,"Enteroendocrine","RORA"
"PHLDB2",9.89592966964581e-143,0.39704635989891,0.369,0.088,4.35618824057808e-138,"Enteroendocrine","PHLDB2"
"FYN",7.07933818703086e-142,0.337869880101867,0.325,0.069,3.11632466993098e-137,"Enteroendocrine","FYN"
"SYT7",1.43585624526294e-140,0.377662486413964,0.272,0.05,6.32063919164745e-136,"Enteroendocrine","SYT7"
"PTPN131",5.15912763807841e-138,0.438884640289279,0.339,0.076,2.27104798628212e-133,"Enteroendocrine","PTPN13"
"C6orf141",1.04531921656998e-134,0.535511256025892,0.304,0.066,4.60149519134104e-130,"Enteroendocrine","C6orf141"
"SETBP11",1.97843497404111e-131,0.729602300412403,0.683,0.331,8.70907075572898e-127,"Enteroendocrine","SETBP1"
"LINC017252",4.23096154548609e-130,0.673092210719399,0.43,0.128,1.86246927232298e-125,"Enteroendocrine","LINC01725"
"SPAG16",6.23358593558811e-130,0.769379439340707,0.503,0.182,2.74402452884589e-125,"Enteroendocrine","SPAG16"
"ASIC2",1.090881303171e-129,0.570717021084751,0.32,0.073,4.80205949655873e-125,"Enteroendocrine","ASIC2"
"SCN8A",2.40103841681233e-128,0.584626687259625,0.411,0.117,1.05693711108079e-123,"Enteroendocrine","SCN8A"
"ACPP",2.09640056401917e-124,0.48440634229719,0.317,0.074,9.22835528281238e-120,"Enteroendocrine","ACPP"
"FMN2",3.32613417751208e-123,0.417482202620991,0.341,0.082,1.46416426494082e-118,"Enteroendocrine","FMN2"
"ADGRV1",1.43595088221833e-120,0.617592823701872,0.454,0.147,6.32105578352509e-116,"Enteroendocrine","ADGRV1"
"STARD91",1.26429838942661e-118,0.288073506675182,0.287,0.063,5.56544151025593e-114,"Enteroendocrine","STARD9"
"ARSJ",8.59620554106501e-116,0.464482444253925,0.366,0.098,3.78404967917682e-111,"Enteroendocrine","ARSJ"
"SLCO3A13",4.82955605080973e-114,0.659281065122168,0.592,0.251,2.12597057356644e-109,"Enteroendocrine","SLCO3A1"
"TMEM132D",5.89902280556823e-113,0.739874226055339,0.443,0.148,2.59674983901114e-108,"Enteroendocrine","TMEM132D"
"KIAA1549",2.08651210760111e-112,0.40784618449549,0.311,0.076,9.18482629766008e-108,"Enteroendocrine","KIAA1549"
"EML5",9.44820145632422e-112,0.415580039802705,0.311,0.076,4.15909828107392e-107,"Enteroendocrine","EML5"
"TTC62",5.64339665815432e-111,0.705177243785407,0.545,0.231,2.48422320891953e-106,"Enteroendocrine","TTC6"
"DSCAML11",1.17005550574668e-108,0.589962588252478,0.438,0.144,5.15058433629688e-104,"Enteroendocrine","DSCAML1"
"RGL12",1.25254240970794e-107,0.459952232710299,0.422,0.13,5.51369168753437e-103,"Enteroendocrine","RGL1"
"PACRG",7.13319839932799e-106,0.448636398473743,0.311,0.078,3.14003393538418e-101,"Enteroendocrine","PACRG"
"SMAD9",3.3255750826828e-105,0.503129287809855,0.341,0.096,1.46391815139697e-100,"Enteroendocrine","SMAD9"
"DZIP3",2.46952154387494e-99,0.438843593403492,0.369,0.113,1.08708338361375e-94,"Enteroendocrine","DZIP3"
"DRAIC",1.44779082483989e-98,0.418830262716118,0.25,0.057,6.37317521094518e-94,"Enteroendocrine","DRAIC"
"NPAS3",1.25905843526351e-95,0.348896650603318,0.274,0.068,5.54237523202998e-91,"Enteroendocrine","NPAS3"
"KIAA13243",2.0908609050095e-92,0.594218731058921,0.592,0.272,9.20396970385181e-88,"Enteroendocrine","KIAA1324"
"NFATC2",5.29290966626254e-90,0.431303848141257,0.374,0.122,2.32993883508877e-85,"Enteroendocrine","NFATC2"
"GUCY2C1",1.07625955529549e-87,0.581238510615982,0.71,0.535,4.73769456241075e-83,"Enteroendocrine","GUCY2C"
"TOX1",2.34652683233706e-87,0.568102915517563,0.768,0.587,1.03294111159477e-82,"Enteroendocrine","TOX"
"GIPR",5.0606545420018e-87,0.370154851309522,0.272,0.071,2.22770012938919e-82,"Enteroendocrine","GIPR"
"ARFGEF31",7.41647884835316e-87,0.665163702240714,0.594,0.314,3.26473398904506e-82,"Enteroendocrine","ARFGEF3"
"NRP1",2.21362332972747e-85,0.413532361135889,0.333,0.103,9.74436989746034e-81,"Enteroendocrine","NRP1"
"FTX1",1.65302053323356e-84,0.337425929319098,0.861,0.793,7.27659638729414e-80,"Enteroendocrine","FTX"
"DLG2",2.64439372340933e-84,0.523983500935834,0.387,0.137,1.16406211704478e-79,"Enteroendocrine","DLG2"
"SEMA6D1",1.43720634478819e-83,0.819443995586661,0.46,0.212,6.3265823297576e-79,"Enteroendocrine","SEMA6D"
"TMEM200A",1.63330229845847e-82,0.410043867909207,0.282,0.079,7.18979671781418e-78,"Enteroendocrine","TMEM200A"
"PROX12",1.19348894070395e-81,0.304876845765677,0.263,0.067,5.25373831697877e-77,"Enteroendocrine","PROX1"
"BICD1",5.5547712916164e-79,0.378146722863764,0.346,0.114,2.44521032256954e-74,"Enteroendocrine","BICD1"
"CACNA1D3",2.1023598943702e-78,0.676337743666966,0.631,0.382,9.25458825501761e-74,"Enteroendocrine","CACNA1D"
"MYEF2",4.27193764560314e-77,0.352491860052462,0.357,0.12,1.8805069515945e-72,"Enteroendocrine","MYEF2"
"ABCC1",5.68939103453751e-77,0.46839183502202,0.503,0.222,2.50446993340341e-72,"Enteroendocrine","ABCC1"
"HEPACAM22",7.66635019158474e-77,0.416573983882502,0.366,0.122,3.3747273543356e-72,"Enteroendocrine","HEPACAM2"
"PTCH1",1.54061323634645e-76,0.369296949966629,0.304,0.094,6.78177946639707e-72,"Enteroendocrine","PTCH1"
"IMMP2L2",1.30529228719616e-70,0.503639467601416,0.763,0.531,5.74589664823749e-66,"Enteroendocrine","IMMP2L"
"RAP1GAP21",1.19237279873032e-67,0.523584720069801,0.691,0.474,5.24882506001087e-63,"Enteroendocrine","RAP1GAP2"
"SLC9C11",1.25301957244069e-67,0.467127037535496,0.376,0.147,5.51579215788394e-63,"Enteroendocrine","SLC9C1"
"LINC010911",1.85105564629654e-67,0.402260682347978,0.301,0.1,8.14834695499737e-63,"Enteroendocrine","LINC01091"
"PCLO1",2.30031308975544e-66,0.555493824316939,0.646,0.417,1.01259782211035e-61,"Enteroendocrine","PCLO"
"BBS91",1.7027698181284e-65,0.536849927112262,0.53,0.28,7.49559273940124e-61,"Enteroendocrine","BBS9"
"NAV1",5.02769558284832e-64,0.374238226372508,0.385,0.153,2.21319159556983e-59,"Enteroendocrine","NAV1"
"NEURL12",7.5786391436566e-64,0.348713510535079,0.35,0.124,3.33611695103763e-59,"Enteroendocrine","NEURL1"
"TGFBR3",1.09434204492343e-63,0.338100039798381,0.312,0.11,4.81729368175296e-59,"Enteroendocrine","TGFBR3"
"NME7",2.18154517974458e-63,0.365814341894647,0.384,0.152,9.60316188123563e-59,"Enteroendocrine","NME7"
"DACH12",1.20934390653519e-61,0.595967124968422,0.6,0.362,5.32353187656793e-57,"Enteroendocrine","DACH1"
"MAP71",7.0002399621145e-59,0.369676491134047,0.758,0.692,3.0815056313228e-54,"Enteroendocrine","MAP7"
"TRMT9B1",7.36178657061281e-59,0.467163220380542,0.403,0.184,3.24065844838376e-54,"Enteroendocrine","TRMT9B"
"DOCK41",1.45436202473548e-57,0.416166685100509,0.492,0.232,6.40210163288557e-53,"Enteroendocrine","DOCK4"
"REV3L1",5.80410996827279e-57,0.426201447265883,0.705,0.513,2.55496920803368e-52,"Enteroendocrine","REV3L"
"ZNF6081",1.34250566428557e-56,0.491103798884153,0.561,0.334,5.9097099341851e-52,"Enteroendocrine","ZNF608"
"DTNB1",2.38380054334403e-56,0.324483756221094,0.342,0.133,1.04934899918004e-51,"Enteroendocrine","DTNB"
"CDK14",1.01115134463995e-55,0.360617097810582,0.328,0.129,4.45108821910507e-51,"Enteroendocrine","CDK14"
"PCNX22",1.2461285419487e-53,0.397156344349419,0.409,0.186,5.48545784165819e-49,"Enteroendocrine","PCNX2"
"ELL2",1.1339521838324e-52,0.472551054570719,0.578,0.364,4.99165751323023e-48,"Enteroendocrine","ELL2"
"HGD",5.65713560319303e-52,0.409406052219686,0.346,0.148,2.49027109252557e-47,"Enteroendocrine","HGD"
"PRKCH",2.61603391666631e-51,0.399240046915443,0.338,0.143,1.15157813011651e-46,"Enteroendocrine","PRKCH"
"CHD62",6.48865059848309e-51,0.445575858108541,0.611,0.403,2.85630399345225e-46,"Enteroendocrine","CHD6"
